title,url,content
Катлама,https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%BB%D0%B0%D0%BC%D0%B0,"Катлама́ - милли ризык.


== Әзерләү ысулы ==
Катламаны ит белән төче камырдан әзерлиләр. Камырын йомырка сытып, май, тоз салып, сөткә басалар. Аннары токмачка җәйгән кебек җәяләр дә 25 — 30 см озынлыгында һәм 20 см киңлегендә тасма рәвешендә кисәләр.
Сыер итен юалар да сөякләреннән аералар, сеңер-ярыларын алалар, вак кына турап, башта итнең үзен генә, аннары суган белән ит тарткычтан чыгаралар. Әгәр ит катырак булса, бераз сөт, суынган шулпа яисә кайнаган су өстәп, барысын бергә яхшылап болгаталар. Итне суган белән, тоз, борыч сибеп тагаракта чабарга да була. Шулай әзерләгән итне кырыена 1,5— 2 см чамасы җиткермичә, 1 —1,5 см калынлыгында камыр өстенә ягалар һәм түгәрәкләп төрәләр. Итнең сүле акмасын өчен, катламаның баш-башларын ябыштыралар.
Аннары катламаны иләккә тезеп суы кайнап торган кастрюль өстенә куялар. Су иләккә тиеп тормаска тиеш. Иләкне каплап, катламаны пар өстендә пешерәләр.
Катламаны табада да пешереп була. Тирән табага яртылаш су салалар да, катламаларны тезеп, икенче таба белән каплыйлар һәм кызу мичкә куялар. Әзер катламаны алып майлы табага тезәләр, өстен майлап, мичкә яисә духовкага куеп алалар, аннары 3 см калынлыгында кисеп, өстенә эреткән атланмай сибеп, табынга чыгаралар.
Азыкларны ит пилмәненә салган кадәр алалар.


== Мәкле катлама ==
Төче камыр әзерлиләр дә токмач камыры кебек җәяләр, өстенә күп итеп эреткән сары май сөртәләр, мәк һәм шикәр комы сибәләр. Башта камырны урталай бөклиләр, майлап мәк һәм шикәр комы сибеп, тагын бөклиләр. Дүрткә бөкләнгән камырны, майлы табага тезеп, кызу мичкә куялар.
Катлама пешкәч, суытып, кискәләп, табынга чыгаралар.
500 г камырга: 250—300 г мәк, 100—150 г шикәр комы, 100 —150 г май.


== Чыганаклар ==
Татар халык ашлары./Руcчадан Р.Х. Камалова,, В.Р. Шәрипова тәрҗемәсе. - Казан: Татарстан китап нәшрияты, 1987. - 318 б. 1 рәс. белән, 8 б. вкл."
Катык,https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D1%8B%D0%BA,"Бу мәкаләнең латин әлифбасындагы игезәге бар.

Каты́к (кырг. катык, үзб. qatiq, каз. қатық, әзери. qatıq, баш. ҡатыҡ, болг. катък) — сөттән ясалучы эчемлек, төрки халыкларда һәм Болгариядә таралган.
Кайнатылган сөтне әчетеп эшләнә. Кайнатылганда сөт парга әйләнгәнгә күрә катыкның майлылыгы югары була (мәсәлән, кефир белән чагыштырганда).
Еш кына төс кертер өчен чөгендер яки чия суы кушыла. Катыкны сөзү нәтиҗәсендә сөзмә дип аталучы продукт килеп чыга.


== Шулай ук карагыз ==
Кефир
Әйрән
Кымыз"
Койка,https://tt.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B9%D0%BA%D0%B0,"Койка́ — татар милли ризыгы, шулай ук башка халыкларда да таралган.


== Әзерләү ысулы ==
Койка әзерләү өчен җилем матдәсенә бай баш-аяк, ирен һәм колак ите алалар.
Терлек аякларын әйбәтләп өтәләр, тоякларын алып ташлыйлар. Аннары пычак белән кыра-кыра җылы суда яхшылап юалар. Аякларны 3—4 сәгать салкын суда тоталар да, яңадан җылы су белән яхшылап югач, кечкенә балта белән аркылыга-буйга чабалар. Ирен һәм колакларны да өтәргә, пычак белән кырып, яхшылап юарга кирәк.
Шуннан соң 1 кг иткә 2 л салкын су исәбеннән барысын бергә кастрюльгә салып, акрын гына кайнаталар, өстендәге күбеген һәм маен җыя торып, 6—8 сәгать пешерәләр. Пешеп җиткәндәрәк шулпага эре итеп турап коры табада кыздырган суган белән кишер, лавр яфрагы салалар.
Ит пешеп җиткәч һәм сөякләрдән җиңел аерыла башлагач, ит белән сөякләрне кастрюльдән алалар, шулпаны тишекле зур чүмеч яисә марля аша сөзәләр. Итне сөяктән аерып, вак кына турыйлар да, яңадан шулпага салып, тоз, борыч өстиләр һәм тагын 45 минут кайнаталар.
Әгәр шулпаның җилеме азрак булса, салкын суда җебеткән желатин салып, кайнатып алалар. Әзер шулпаны ите белән яхшылап болгаткач, махсус савытларга яисә тәлинкәләргә бүләләр һәм салкын урынга яисә суыткычка куялар.
Савытларга бүлгәнче вак кына турап сарымсак өстәсәң, койка тәмлерәк була. Койка янына керән яисә горчица куялар.
Орчык һәм балтыр сөякләреннән дә бик әйбәт койка әзерләргә мөмкин. Аны да югарыда әйтелгәнчә әзерлиләр, тик бераз желатин гына өстиләр. Андый койка майсыз һәм үтә күренмәле була.
1 кг терлек аягы, колак, ирен ите, тубык сөяге, 50 г кишер, 50 г башлы суган, тоз, борыч, лавр яфрагы, кирәгенчә сарымсак, 1 л суга (шулпага) 40 г желатин.


== Тавык койкасы ==
Тавыкның башын кайнар суга салып 2—3 минут пешекләргә, йонын йолкып, корытканчы сөртергә, өтеп, каурый төпләрен, күзен алырга, томшыгын чабып ташларга кирәк. Аякларын да пешекләп, өтеп, тиресен салдыралар һәм тырнакларын кисәләр. Канатларын өтеп, каурый төпләрен алалар. Бүтәкәсен ярып чистарталар да эчке тышчасын кубаралар.
Чистартып бетергәч, барысын да яхшылап юалар һәм, салкын су белән кастрюльгә салып, 3 сәгать пешерәләр. 2 сәгать кайнаганнан соң тавык ите өстиләр. Пешереп җиткерү, савытларга салу һ. б. алда сөйләнгәнчә эшләнә, тик монда желатин өстәргә кирәк. Тавык койкасына лавр яфрагы салмыйлар.
1500—1800 г тавык башаягы, канатлары, муены, бүтәкәсе, 300 г тавык ите, 16—20 г желатин, 50 г кишер, 50 г башлы суган, тоз, борыч.


== Чыганаклар ==
Татар халык ашлары./Русчадан Р.Х. Камалова,, В.Р. Шәрипова тәрҗемәсе. - Казан: Татарстан китап нәшрияты, 1987. - 318 б. 1 рәс. белән, 8 б. вкл."
Корт (ризык),https://tt.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%82_(%D1%80%D0%B8%D0%B7%D1%8B%D0%BA),"Корт — ул көрән төсенә хәтле шикәр салып пешерелгән һәм киптерелгән эремчектән ризык. Аны гөбәдия-бәлешләргә салалар, кортлы май ясыйлар, яки бер килеш татлы әйбер күк чәй белән ашыйлар.
Эремчеккә бераз су яки сөт салып, савыт төбенә утырырга бирмичә вакыт-вакыт болгатып торып, кайнаталар. Кызартуны тизләтү өчен савытны капкач белән ябалар. Су бетә торган саен, аны өсәп торасы, су эремчек астында гел бераз булырга тиеш, көя башламау өчен. Эремчек сары төскә керә башлагач аңа кирәкле балылыгына хәтле шикәр салып, капкачны алып куеп, гел болгатып торасы. Корт көрән төскә әверелгәч, аны калган су беткәнче кортып аласы.
Корт чәй өчен ясалса шикәрне күбрәк салырга була.


== Искәрмәләр ==


== Чыганаклар =="
Кош теле,https://tt.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88_%D1%82%D0%B5%D0%BB%D0%B5,"Кош теле — татар милли ризыгы. Озынча камыр кисәкләрен майда кыздырып әзерләнә. Суынгач уылган шикәр комы белән сибелә. Әзерләү өчен кирәкле әйберләр: он, йомырка, сөт, шикәр, май, тоз."
Кыздырма,https://tt.wikipedia.org/wiki/%D0%9A%D1%8B%D0%B7%D0%B4%D1%8B%D1%80%D0%BC%D0%B0,"Кыздырма́ — кыздырып пешергән ит. 
Аны сыер яки ат итеннән, шулай ук сарык яисә каз итеннән дә әзерлиләр, салкын килеш ашыйлар. Сум итне кузы чикләвеге зурлыгында турыйлар да, тоз һәм борыч сибеп, 3 сәгатькә салкынга куялар. Аннары итне күп итеп салган сыер маенда (туң майда), каз маенда яисә сары майда кыздыралар. Шулай кыздырган итне шактый озак сакларга мөмкин. Моның өчен аны бер яисә ярты литрлы банкаларга тутырып, өстенә туң май эретеп салалар һәм каплап салкынга куялар.


== Чыганаклар ==
Татар халык ашлары./Русчадан Р.Х. Камалова,, В.Р. Шәрипова тәрҗемәсе. - Казан: Татарстан китап нәшрияты, 1987. - 318 б. 1 рәс. белән, 8 б. вкл."
Кыстыбый,https://tt.wikipedia.org/wiki/%D0%9A%D1%8B%D1%81%D1%82%D1%8B%D0%B1%D1%8B%D0%B9,"Бу мәкаләнең латин әлифбасындагы игезәге бар.

Кыстыбый (шулай ук якмыш, җакмыш, кыстрымбый) — камырдан һәм эчтән торган татар милли ризыгы. Хәзерге вакытта бәрәңге измәсе белән пешерү алымы иң популяр. Борыңгы вакытларда камырга ботка яки рагу тутырганнар. Кайнаган май белән сөртергә мөмкин.
Башкорт кухнясында да таралган.


== Кыстыбый әзерләү ==


=== Бәрәңге кыстыбые ===
Бик каты итмичә генә, төче камыр басалар да, бераз тапкач, 75 граммлы кисәкләргә бүлеп, юка гына итеп җәяләр. Җәемнәрне кырган табада май сөртмичә генә башта бер, аннан икенче ягын пешереп алалар. Суынмасын яки катып китмәсен өчен берсе өстенә берсен оеп, тастымал белән каплап куялар. Чөнки суынса, урталай бөккәндә сына.
Кыстыбый эченә салу өчен бәрәңге пешереп, кайнар килеш төяләр. Кайнар сөткә сары май салып болгаталар. Майда кыздырылган суган белән дә болгатырга була.
Әзер җәемнең уртасына бәрәңге боламыгы ягып, тиз генә икенче ягы белән каплыйлар. Кыстыбыйны канат белән йөртелгән сары май белән майлап, табынга кайнар килеш бирәләр.
Бер кыстыбыйга: 75 г. төче камыр, 100 г. бәрәңге, 20 г. суган, 20 г. сөт, эченә салырга вә тышын майларга 20 г. атлан май кирәк.


=== Тары кыстыбые ===
Тары ярмасыннан сөт белән йомшак кына ботка пешерәләр, май салын болгаталар.
Камырын вә кыстыбыен үзен нәкъ бәрәңге кыстыбый шикелле әзерлиләр.
Бер кыстыбыйга: 75 г. төче камыр, 150 г. тары боткасы, эченә салырга вә тышын майларга 20 г. атлан май кирәк.


=== Киндер орлыгы кыстыбые ===
Киптерелгән киндер орлыгын төеп илиләр, киндер орлыгына аның ⅓ кадәр бәрәңге боламыгы, сөт өсте, май кушып яхшылап болгаталар. Аны алдан әзерләнгән җәемнең яртысына ягып, икенче яртысы белән каплыйлар, майлап 10 минут мичтә тоталар.
Бер кыстыбыйга: 75 г. төче камыр, 120 г. киндер орлыгы, эченә салырга вә тышын майларга 20 г. атлан май кирәк.


=== Мәк кыстыбые ===
Мәкне илиләр дә, кайнар суга салып бүрттерәләр, аннары иләктә саркыталар, килегә салып төяләр. Төйгән мәккә берәз каймак, шикәр комы өстәп болгаталар һәм пешкән камырга ягын кысып, майлап куялар.
Бер кыстыбыйга: 75 г. төче камыр, 80-100 г. төйгән мәк, 20 г. шикәр комы, 20 г. каймак, эченә салырга вә тышын майларга 20 г. атлан май кирәк."
Манты,https://tt.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%82%D1%8B,"Манты, манту яки буу, позы — Үзәк Азия, Төркия, Монголия, Корея (""манту"" (кор. 만두?, 饅頭?) илләренең итле традицион ризыгы. Аны юка гына итеп җәелгән камырга вак итеп ит турап бешерәләр. Татар теленә манты сүзе кытай теленнән кергән. Бу сүз якынча ""маньтоу"" (кытайча 饅頭) дигән кытай сүзеннән килеп чыккан һәм ""тутырылган баш"" яки ""кыргыйлар башы"" дигән мәгәнәне аңлата.


== Тарихы ==
""Манты""ның татарча атамасы кытай теленнән үзләштерелгән. Мантыга охшаш тәлинкә — монголларның ""Бууз"" ризыгы. Ул манты кебек әзерләнә. Ачы камырдан әзерләнгәнен «мантуун бууз», эчлексез, камырдан гына булганын «мантуун бууз» дип атыйлар. Хәзерге Кытайда мантыга охшашризыклар ""баоцзы"" (кыт. 包子, bāozi; дунганча бозы), ""манту"" ((кытайча 馒头 ) дип атала. Ул парда пешкән, эчлеге булмаган ипиләр. Әмма кайбер бер тарихчылар борынгы ""маньтоу""ның хәзерге, безгә билгеле булган мантыга охшаган булуын раслый.


== Искәрмәләр =="
Пилмән,https://tt.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BB%D0%BC%D3%99%D0%BD,"Пилмән - төче камырдан ясалган тышча эченә тутырылган ит яки балыктан торган ашамлык. Татар, урыс, үзбәк кухняларында таралган.
Төрки һәм Кавказ халыкларында пилмәннең эченә сыер ите тутырылса, урысларда пилмәннәр күбрәк дуңгыз итеннән ясала. Ашамлыкка төрле тәмләткечләр, суган, бәрәңге һәм төрле ит салырга ярый.
Пилмәнне бәйрәм табынына да, гадәти көннәрдә дә әзерлиләр. Ул татар халкының яраткан ашларыннан санала. Аны ит, эремчек, чия, бәрәңге һ.б. белән ясыйлар.
Килеп чыгышы турындагы бер фараз буенча пилмәннәр Кытайдан килгәннәр. Аннан соң Урта Азиягә, Кавказ белән Идел буена кергәннәр. Урыс кухнясына ул татардан килеп кергән. Әле 19 гасыр башында урыслар «истинное татарское блюдо пермень» турында яза иделәр.Пилмән сүзе коми теленнән кергән дигән фикер иң куәтле дәлилләргә ия (пельнянь коми теленнән «колак-икмәк» дип тәрҗемә ителә). Ләкин бу халыкчан этимологияга ошаган, чөнки ""м"" авазы ""н"" -га күчкән миссалары билгеле түгел (""м"" белэн ""н"" хәрефләр арасында бик зур фонетик аерма бар, алар берсе берсенә күчә алмас).
татарча пилмән ""пельмень, пельмени"", диал.билмән < бәхилмән ""прощаю; не обижусь"" сузеннэн.
Шулук мэгнэдэ кияү пилмәне ""пельмени жениха""
Урысларда гөмбә белән кундюмы (кундумы)< фин-угыр халыклардан кергән, < ә сузе татар теленнән кyндәм «покладистый, послушный»; иске.терки кyн-y «согласиться, соглашаться». (диал.мишэр. кyндем ""привык, освоился"").
крым-татарларында пилмәнне ""татар ашы"" диеп әйтәләр.


== Ит пилмәне ==

Пилмәнне симез сыер итеннән яисә сыер ите белән сарык итен бергә кушып ясыйлар. Итне юып сөякләреннән аералар, сеңер-ярыларыннан арындыралар, вак кына турап, башта — үзен генә, аннары суган белән ит тарткычтан чыгаралар. Кирәгенчә тоз, борыч сибеп, итне яхшылап болгаталар. Ит катырак булса, салкын шулпа яисә кайнаган салкын су өстиләр. Пилмәнгә итне тагаракта да чабалар, ул ит тагын да йомшаграк һәм тәмлерәк була.
Камыр басалар да берничә тигез кисәккә бүләләр, һәркайсын 1,5—2 мм калынлыгында тигез итеп җәяләр. Камырны 3—4 см диаметрлы кечкенә рюмка белән кисәләр. Камыр өстенә балкашык яисә пычак очы белән ит салалар, камырның кырыйларын чеметеп ябыштыралар, баш-башларын тоташтыралар.
Пилмәнне кайнап торган тозлы суга салалар, өскә күтәрелгәннән соң, тагын 4 — 5 минут кайнатып пешерәләр, аннары тишекле чүмеч белән сөзеп алалар.
Пилмәнне каймак, май белән ашыйлар. Янына гәрчитсә, аш серкәсе, каймаклы керән куялар.


== Эремчек пилмәне ==
Яңа гына ясаган эремчекнең суын саркытып, кашык белән иләк аша уалар яисә ит тарткычтан чыгаралар. йомырка сытып, каймак өстиләр, тоз сибәләр, әйбәтләп болгаталар да шунда ук пилмән ясыйлар.
Камырын башка пилмәннәргә ясаган кебек әзерлиләр, тик калынрак итеп җәяләр һәм зуррак итеп (диаметры 6 — 7 см)
кисәләр. Камыр өстенә эремчек салып, урталай бөклиләр дә кырыйларын чеметеп ябыштыралар. Баш-башларын тоташтырмыйлар.
Ясаган пилмәннәрне кайнап торган тозлы суга салып пешереп алалар, иләккә яисә тишекле зур чүмечкә салып саркыталар, аннары тәлинкәгә салып май, каймак я катык белән табынга чыгаралар.
75 г камыр, 100 г әзер эремчек, 30 г каймак, 25 г май, 50 г катык.


== Киндер орлыгы пилмәне ==


=== Беренче ысул ===
Чистарткан киндер орлыгын 1—2 сәгать мичтә киптерәләр дә, киледә төеп, илиләр. Аннары шуңа бәрәңге боламыгы кушалар, йомырка сыталар. Әгәр каты булса, бераз кайнар сөт өстиләр.
Камырын башка пилмәннәрнеке шикелле әзерлиләр. Пилмәнне кайнап торган тозлы суда пешереп, тишекле зур чүмеч белән сөзеп алалар, тәлинкәләргә салып, өстенә каймак яисә сары май сибеп, кайнар килеш табынга чыгаралар.


=== Икенче ысул ===
Киндер орлыгын агач киледә төяләр һәм артык маен сыгып алалар, йомырка сыталар, шикәр комы, тоз өстәп, барысын бергә яхшылап болгаталар. Шуны пилмән эченә салалар. Камырын башка пилмәннәрнеке кебек әзерлиләр.	ч
75 г камыр, 100 г киндер орлыгы, 50 г каймак яисә 20 г сары май, '/.( йомырка.


== Чия пилмәне ==
Бу пилмәннең камырын да ит пилмәненеке кебек әзерлиләр.
Эре, итләч чияләрне юалар да төшләрен алалар. Түгәрәкләп кискән камыр өстенә 2—3 чия салалар. Камыр җебемәсен өчен, шикәр комы салмыйлар. Пилмәнне ясауга кайнап торган тозлы суда пешерәләр, тишекле зур чүмеч белән сөзеп алалар һәм суыталар. Тәлинкәләргә бүлгәч, өстенә шикәр комы сибеп, каймак салып, табынга чыгаралар.
75 г камыр, 100 г чия, 20 г шикәр комы, 50 г каймак.


== Бәрәңге пилмәне ==
Бәрәңге пешерәләр һәм, суын түгеп, бераз ут өстендә тоталар. Аннары бәрәңгене төяләр, йомырка сыталар, май салалар, сөт өстиләр, тоз, борыч сибәләр. Изгән бәрәңгегә кыздырган башлы суган һәм сызык салырга була.
Бәрәңге пилмәнен дә эремчек пилмәне шикелле әзерлиләр. Табынга кайнар килеш чыгаралар, каймак, сөт өсте, катык яисә атланмай белән ашыйлар.
75—100 г камыр, 100—120 г бәрәңге боламыгы.


== Моны да карагыз ==
Манты
Чүчбәрә (кара: Чучвара)


== Искәрмәләр =="
Пылау,https://tt.wikipedia.org/wiki/%D0%9F%D1%8B%D0%BB%D0%B0%D1%83,"Пылау  — майга салып, тәмләткеч кушып пешерелә торган итле дөгедән торган ашамлык.
Төрле пылаулар була, ләкин аларның барысын да дөгедән, сарык ите, кош ите, йөзем, кишер һәм суган белән пешерәләр. Пылауга борыч һәм лавр яфрагы да салалар.
Пылау өчен дөгене алдан бүрттерергә дә мөмкин, тик аның дөгесе таралып торырга, изелмәскә тиеш. Пылауны, гадәттә, чуен казанда пешерәләр, гадәти казанда, хәтта кәстрүлдә дә пешерергә мөмкин, ләкин савытның төбе калын булырга тиеш.
Дөгенең чүбен чистарткач, тозлы салкын суда кул белән уа-уа 3-4 кат юалар, 1-2 сәгать салкын суда тоталар, суын алмаштырып торалар. Дөге бераз бүртеп китә, шуңа күрә ул тигез пешә.
Пылауга сарык, куй мае, туң мае, мамык, көнбагыш мае әйбәт. Иң элек казанны яки калын төпле савытны яхшылап кыздыралар, аннары май салалар, майны бик нык кыздыралар: башта аның карасу төтене чыга башлый, аннары агара төшә, кайнарга тотына. Тәмлерәк булсын өчен башлы суган яки кишер салалар, аннары аларны да, туң май булса сызыгын да алалар.
Майның әзер икәнлеген белү өчен аз гына тоз салып карыйлар. Әгәр ул салуга майдан шартлап атылса, май әзер дигән сүз.
Пылауга тоз белән борычны ике тапкыр салалар: зирвак кайнаганда һәм дөге салганда.


== ""Казан"" пылавы ==
Дөгене яхшылап чистартып берничә кат кайнар су белән юып бүрттерәләр. Артык тирән булмаган казанга май яки туң май салып эретәләр, өстенә вак шакмаклап яки озынча итеп тураган пешкән ит (сарык, сыер яки яшь ат ите), түгәрәкләп турап кишер һәм суган салалар.
Бүрттерелгән дөгене шулар өстенә салып, бераз шулпа өстиләр дә, өстен каплап, сүрән утта болгатмыйча гына 1-1,5 сәгать томалап пешерәләр. Әзер пылауны зур тәлинкәгә бушаталар һәм өстенә кайнар суда йомшарткан йөзем, күрәгә яисә төше алынган өрек сибәләр. Пылауны кеше саен аерым тәлинкәгә бүлеп бирсең дә була.
1 өлешкә: 200 г ит, 65 г дөге, 30 г сары май, 24 г башлы суган, 20 г кишер, 30 г йөзем яки башка җиләк-җимеш, тоз, борыч.


== Чыганак ==
Татар халык ашлары. Ю.Ә.Әхмәтҗанов Казан ""Раннур"" нәшрияты 1999 ел.


== Сылтамалар ==
Минем йорт - Пылау.
ЮНЕСКО таҗик һәм үзбәк пылавын бөтендөнья мәдәни мирасы дип таныды."
Пәрәмәч,https://tt.wikipedia.org/wiki/%D0%9F%D3%99%D1%80%D3%99%D0%BC%D3%99%D1%87,"Пәрәмәч — татар ашларыннан берсе, камыр тыш эченә ит салып майда пешерелгән кунак ашы."
Пәхләвә,https://tt.wikipedia.org/wiki/%D0%9F%D3%99%D1%85%D0%BB%D3%99%D0%B2%D3%99,"Пәхләвә (төр. baklava) — катлаулы камырдан белән сиропта чикләвектән торган кондитер эшләнмәсе. Төрки кухняларында, мәсәлән, төрек, азәри, гарәп һәм болгар кухняларында таралган. Анда пәхләвә күбрәк Нәүрүз бәйрәмендә бирелә.


== Моны да карагыз ==
Татар милли ризыклары
Төрек милли ризыклары"
Талкыш кәләвә,https://tt.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BB%D0%BA%D1%8B%D1%88_%D0%BA%D3%99%D0%BB%D3%99%D0%B2%D3%99,"Талкыш кәләвә - татар милли ризыгы. Он, атланмай, бал, шикәр ингредиентларыннан   пешерелә.
Талкыш кәләвә әлбәгә баллы катнашма кушып ясала. Әлбә дигәне исә татарларда электән билгеле – аны сары майга он салып пешерәләр. Ә кәләвә килеп чыксын дисәң, аерым савытта су, шикәр комы һәм балны куерганчы кайнатып, әлбәгә кушасың. Һәм, барлыкка килгән шушы баллы камырны нәзек җепселләр барлыкка килгәнче бертуктамый ян-якка тартырга кирәк. Әзер булгач, талкыш кәләвәне чынаяк кебек берәр савытка тутырып, формага китерәсең дә, суыткычка куясың.


== Әдәбият ==
Байлар ризыгы – талкыш кәләвә
Рецепт


== Тышкы сылтамалар ==
Видеода  талкыш кәләвә пешерү ысулы күрсәтелә"
Татар ашлары йорты,https://tt.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D0%B0%D1%80_%D0%B0%D1%88%D0%BB%D0%B0%D1%80%D1%8B_%D0%B9%D0%BE%D1%80%D1%82%D1%8B,"«Татар ашлары йорты» (рус. Дом татарской кулинарии) Казан каласының Бауман урамындагы 31 нче йорты булып Казан шәһәр советы башкарма комитетының 1967 елның 3 гыйнвар көнендә чыккан карары нигезендә төзелә башлый һәм 1969 елны файдалануга тапшырыла. Ул татар ашлары рестораны сыйфатында 1997 елга кадәр эшли. «Татар ашлары йорты»ның беренче шеф-повары – мәшһүр Юныс Әхмәтҗанов. 
1997 елны «Татар ашлары йорты» ябыла. Милли аш-су йорты 2002 елда төзекләндерелә башлый. Хәзер бинаның гомуми мәйданы - 5 149 кв. метрны тәшкил итә. 1нче катта - 2 казино залы, бар, Юныс Әхмәтҗанов музее, 2нче катта - 100 урынга исәпләнгән ресторан, шулай ук 20 һәм 6 кешелек банкет бүлмәләре урнашкан. 3 нче катында офислар урнашкан.


== Чыганаклар ==
«Татар ашлары йорты үз көнен көтеп алды»"
Татлы,https://tt.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D0%BB%D1%8B,"Татлы - татар халкында чәй янына еш кына хуш исле помада. 


== Әзерләү ==
Аны кайнаган кайнар сөткә шикәр салып, болгата-болгата, 20-30 минут пешерәләр. Әзер булу-булмавын бал кашыгы белән алып салкын суга салып карыйлар, шар сыман булып катса - ул әзер. Аксыл көрән татлыны калайга яки табага 2 см калынлыгында җәяләр, каткач, шакмаклап (кыек шакмаклап, өчпочмаклап һ.б.) кисеп, шикәр савытына салып чыгаралар.
Тәме һәм исе әйбәтрәк булсын өчен, татлыга бал (алган шикәрнең 10-15 % кадәр) өстәргә мөмкин. Башта балны җылыталар, шикәр белән сөт кайнап чыккач салалар.
Пешеп җитәрәк кирәгенчә (1-3 г) җиләк-җимеш эссентсыясе өстиләр.
1 кг шикәргә (рафинадка): 350 г сөт


== Җиләк белән күпертелгән йомырка татлысы ==
400 г каен яисә кура җиләген юып, изәләр дә, марля капчыкка салып, суын сыгалар. 200-300 г шикәр комы салып, әйбәтләп болгаталар.
6-8 йомырканың агын сарысыннан аералар һәм агын күпертәләр. Күперткән йомырка агына җиләк суын салып, әйбәтләп болгаталар һәм майлы тирән табага бушатып, өстенә шикәр оны сибәләр, 10-20 минут мичтә пешерәләр. Пешергәндә татлы шактый кабара, өсте кызаргач, мичтән алып суыталар һәм табынга бирәләр.


== Татлы төш ==
Кәстрүлгә бал, шикәр комы һәм су салып акрын гына ут өстендә татлы кайнатыла. Өлгергәнме-юкмы икәнлеген белү өчен татлыны салкын суга тамызып карыйлар. Шартлап сынарлык булып катса, татлы өлгергән була. Татлыны ут өстеннән алмыйча гына киптерелгән чикләвек төше (төшне башта элпә сыман кабыгыннан уып чистартырга кирәк) салып яхшылап болгатырга һәм, 2-3 минут ут өстендә таткач, майланган табага 1,5-2 см калынлыгы итеп җәяләр. Җәеп бетергәч, ике бармак киңлегендәге шакмаклар рәвешендә кисеп, салкын урында катыралар. Татлы төш чәй янына бирелә.
1 кг чикләвек төшенә: 500 г шикәр комы, 600-700 г бал һәм 100 г су


== Чыганак ==
Татар халык ашлары. Ю.Ә.Әхмәтҗанов Казан ""Раннур"" нәшрияты 1999 ел.


== Сылтамалар ==
Минем йорт - Татлы."
Туаруг пирмәнкәсе,https://tt.wikipedia.org/wiki/%D0%A2%D1%83%D0%B0%D1%80%D1%83%D0%B3_%D0%BF%D0%B8%D1%80%D0%BC%D3%99%D0%BD%D0%BA%D3%99%D1%81%D0%B5,"Туаруг пирмәкәсе — төче камыр эченә эремчек һәм яшелчә турап тутырылган ризык.
Аңа охшаш ризык булып пилмән тора.


== Ясау ысулы ==
Ничә кешегә әзерләнүеннән чыгып, эремчекнең күләме дә шуңа бәйле.
Якынча 1 кг эремчеккә  2-3 йомырка, тоз, туралган яшел суган кушып болгатып эчлек әзерлиләр. (Яшел суган булмаганда, сыер маенда кыздырылган уртача зурлыктагы 2 баш суган да салырга була).
Йомырка, бераз су,  тоз һәм он кушып токмач камыры кебек камыр басалар. Камырны җәйгәч, түгәрәк тышчалар кисәләр. Инде «туаруг пирмәнкәләрен» ясарга да була. Калак белән эчлекне тышчаларга салып ябыштыралар һәм өмәреп баралар.
Өмәрү — тышчаның бер-берсенә ябыштырылган ике кырыен чеметкәләп, эчкә таба бөкләп кенә барырга кирәк.
«Туаруг пирмәнкәләре» әзер булгач, кайнап торган суга салып 10-15 минут пешерәләр.
Әзер ризыкка каймак өстәп табынга куялар.


== Чыганаклар ==
Туаруг пирмәнкәсе"
Чәкчәк,https://tt.wikipedia.org/wiki/%D0%A7%D3%99%D0%BA%D1%87%D3%99%D0%BA,"Чәкчәк, татар халкының бәйрәм ризыгы, камыр ашы. Эрбет яки урман чикләвеге зурлыгында кисәклеп, кайнап торган майда пешерелә һәм кайнар бал белән катырыла. Туй өчен чәкчәк зур итеп ясала, өстенә вак-вак конфетләр куела. Камырны токмач шикелле кисеп ясалган төре – ""Бохар кәләвәсе"" дип атала."
Шишара,https://tt.wikipedia.org/wiki/%D0%A8%D0%B8%D1%88%D0%B0%D1%80%D0%B0,"Шишара - төрле-төрле фигуралар формасындагы ризык.
Күп итеп шикәр комы һәм май салып төче камыр басалар. 200—300 г лы кисәкләргә бүлеп, 2 см калынлыгында җәяләр, аннары 4—6 см киңлегендә, 10—15 см озынлыгында тасмалап кисәләр. Кискән камырдан төрле-төрле фигуралар — шишара ясыйлар. Майлы табага тезеп, кызу мичкә яисә духовкага куялар. Пешкән шишара өстенә шикәр оны сибәләр. Шишараны махсус пычак яисә форма белән дә кисәргә була.


== Чыганаклар ==
Татар халык ашлары./Руcчадан Р.Х. Камалова,, В.Р. Шәрипова тәрҗемәсе. - Казан: Татарстан китап нәшрияты, 1987. - 318 б. 1 рәс. белән, 8 б. вкл."
