title,url,content,topic
Debian,https://tt.wikipedia.org/wiki/Debian,"Debian ([ˈdɛbiən] кебек әйтелә) — ачык кодлы ирекле программа белән тәэмин ителештән һәм кайбер ябык кодлардан торучы операцион система. Бүгенгесе көндә Debian GNU/Linux — иң популяр һәм их кирәкле Linux дистрибутивлары рәтенә керә, бары аның ярдәмендә генә мондый төрдәге ОС үзенең үсү чорын кичерә. Шула ук башка төшләрдә ясалган дистрибутивлар: Debian GNU/Hurd, Debian GNU/kNetBSD һәм Debian GNU/kFreeBSD. Debian операцион система буларак серверлар өчен һәм эш станцияләре өчен дә кулланыла ала.
Debian башка дистрибутивларга караганда иң күп пакетлар саклагычына ия, аларның барсында да куллану өчен кирәкле программалар, хәтта аларның сан ягыннан түгел, ә тәэмин итүче архитектуралар ягыннан алар: ARM-нан башлап, популяр булган x86 һәм PowerPC, яңа 64-разрядлы AMD, һәм IBM S/390 белән тәмамлана.
Саклагычлар белән эш итү өчен бик күп программалар бар, аларның иң популяры — Advanced Packaging Tool (APT).
Debian бик күп дистрибутивлар өчен башлангыч булып тора (йөздән артык, тулырак Debian аша нигезләнгән дистрибутивлар). Иң танылганнары — Adamantix, Bioknoppix, Dreamlinux, Clusterix, Gnoppix, Knoppix, Ubuntu, Libranet, Linspire, MEPIS, Xandros Desktop OS һәм Maemo.
«Debian» сүзе проектка нигез салучы Ян Мёрдок (Ian Murdock) һәм аның якын дусты (соңрак хатыны, хәзер элеккеге хатыны) Дебра (Debra) баш иңекләреннән килеп чыккан.


== Релизлары ==
Debian релизлары өч тармакка бүленә:

стабиль (stable), ул үз өченә рәсми дистрибутивка кергән барлык пакетларны ала;
тест ясалучы (testing), бу юрамадан стабиль дистрибутив ясала;
стабиль булмаган (unstable), бу пакеттан барысы да тест ясалучы релизга күчерелә.Шула ук эксперименталь(experimental) релиз да була, моңа бик күп үзгәрешләр кичергән пакетлар гына урнаштырыла.


== Искәрмәләр ==


== Сылтамалар ==
Рәсми халыкара сәхифәсе
Debian GNU/Linux урнаштыру буенча ярдәмче сайт(ингл.)
Debian идарәчеләренә һәм кулланучыларына ярдәм(ингл.)
Debian консультантлары(рус.)
Debian Wiki(рус.)
unixforum.org сәхифәсендә Debian тармагы(рус.)",technology
Google,https://tt.wikipedia.org/wiki/Google,"Бу мәкаләнең латин әлифбасындагы игезәге бар.
Google (NASDAQ: GOOG) — АКШ-да нигезләнгән эзләү системасы. Бүгенгә Интернетта кулланучы иң популяр эзләү системалары рәтенә керә һәм көн саен 200 миллионнан артык сорау эшкәртә.
Төрле сәхифәләрдән тыш, Google ширкәте төрле программалар һәм яңа төрле веб-кушымчалар чыгара.


== Тарих ==
Google машинасын 1996 елда Ларри Пейдж һәм Сергей Брин, Стэнфорд укучылары ачып җибәрә. 
1998 елның 7 сентябрендә Калифорниядә Google Inc. исемле ширкәт теркәлә.


=== Исемнең килеп чыгышы ===
Google сүзе ул 10100 санын аңлата торган googol сүзе аркылы барлыкка килгән. Бу сүз эзләүче Google машинасының куәтен күрсәтергә тиеш була.


== Моны да карагыз ==
Эзләү системасы
Google Тәрҗемәче


== Сылтамалар ==
Google
Google News – яңалыклар һәм TТатарстан турында яңалыклар
Froogle – товар эзләү машинасы
Google төргәге һәм Google төргәгендә татар өлеше
Gmail – хат хезмәте
Blogger
www.google.com search
Google'ның рәсми блогы
Google Татарча!",technology
Google Chrome,https://tt.wikipedia.org/wiki/Google_Chrome,"Google Chrome — Google ширкате тарафыннан җитештерелүче һәм WebKit йөрткечен кулланучы браузер. Microsoft Windows өчен беренче бета-юрамасы 2008 елның 2 сентябрендә чыга , ә беренче даими юрамасы — шул ук елның 11 декабрендә ук барлыкка килә. «StatCounter» мәгълүматлары буенча браузер популярлыгы буенча өченче урында, ә 2011 елның гыйнвар аена аның базар өлеше 15,55 % тәшкил итә.


== Тарихы ==
Алты ел дәвамында Google ширкәтенең башкарма директоры Эрик Шмидт аерым бер браузер барлыкка китерүне хупламый килде. Ул моны «Google-ның әле кечкенә генә бер компания» булуы һәм аның «браузерлар сугышы»на керәсе килмәве белән аңлатып килде. Ләкин ширкәткә нигез салучылар, Сергей Брин һәм Ларри Пейдж, Mozilla Firefox компаниясенең берничә уйлап табучысын эшкә яллыйлар, менә шунда инде Шмидт Chrome турында үзенең фикерен әйтә: «ул шул кадәр әйбәи иде, хәтта ул минем карашымны да үзгәртергә мәҗбүр итте».Башта Chrome бары тик Microsoft Windows өчен генә чыгарыла иде, ләкин соңрак (9 декабрь, 2009 ел) Linux һәм Mac OS X өчен dev- һәм beta-юрамалар чыгарылды. Беренче очракта әлеге ОС'лар өчен Chrome Windows'тагы кебек тулы көчкә эшләми иде, мәсәлән, кыстыргычларны синхронизацияләү, ләкин 5.0.* тармактан башлап барлык функционаллек тигезләшә.


=== Лицензияләре ===
Браузер үзенә бер төрле лицензия - EULA ярдәмендә тарала.
Браузер кодының бер өлеше, яисә бөтен код Chromium BSD лицензиясе кебек төрләрдә ачылган.


=== Браузерның махсус битләре ===
Боларны ачу өчен бирелгән кодларны юллама тасмасына куярга кирәк.


== Моны да карагыз ==
Google
Google Chrome OS
Google Chrome Frame
ChromePlus
SRWare Iron


== Искәрмәләр ==


== Сылтамалар ==
Google турында Татар блоггеры",technology
Google Тәрҗемәче,https://tt.wikipedia.org/wiki/Google_%D0%A2%D3%99%D1%80%D2%97%D0%B5%D0%BC%D3%99%D1%87%D0%B5,"Google Тәрҗемәче, Google Тәрҗемә, Google Тылмачы (ингл. Google Translate) — Google ширкәте җитештергән күп телле түләүсез статистик машина тәрҗемә хезмәте; бер телдән икенче телгә текст, сөйләм, рәсем һәм уйналган видеоны тәрҗемә итү өчен кулланыла ала.
Веб һәм мобиль (Android һәм IOS) интерфейслары бар, браузер киңәйтмәләр, кушымталар һәм санаклар өчен башка программа тәэмин ителешен җитештерүчеләр өчен API тәкъдим итә.


== Кулланылышы ==
2016 елның февраленнән башлап, Google Тәрҗемәче 103 телне төрле дәрәҗәдә куллана һәм көн дә 200 миллионнан артык кешегә хезмәт күрсәтә 2020 нче елның 26 нчы февралендә сервиска татар телен өстәделәр. Бу көннән алып анда 108 телгә тәрҗемә итү мөмкинлеге бар.


== Яңа телләр ==
Google Тәрҗемәчесе әлегә кулланмаган телләрне бу хезмәткә өстәү буенча эш дәвам итә. Бу мәсьәләдә һәркем яңа телдәге тәрҗемәләрне өстәү һәм аларны тикшерү белән ярдәм итә ала


== Чыганаклар ==


== Тышкы сылтамалар ==
В списке языков Переводчика Google может появится татарский.
Teach You Backwards: An In-Depth Study of Google Translate for 103 Languages",technology
IPad,https://tt.wikipedia.org/wiki/IPad,"iPad  («айпа́д» дип укыла) — Apple ширкәте тарафыннан чыгарылучы таблет-санак. Җиһаз 2010 елның 27 гыйнварында Сан-Франциско шәһәрендә Стив Джобс тарафыннан киң җәмәгатьчелеккә тәкъдим ителә. Сату итүләр 2010 елның 3 апрелендә Нью-Йорк шәһәренең  Бишенче авеню үзәгендә башланып китә. Русия Федерациясендә исә рәсми сатулар 2010 елның 9  ноябрендә генә башланып китә. Ә  2011 елның 2 мартында  Apple ширкәте iPad'ның икенче буыны булган iPad 2'не тәкъдим итә, аңарда беренче буыннан аермалы буларак 2 камера(алгы (0.3 Mpx) һәм арткы (HD 720p) һәм башка бик күп яңартулар кертелгән.


== Бәясе һәм кертүне башлау ==


==== iPad җиһазаның АКШ'тагы бәяләре: ====


==== Халыкара бәяләре: ====


== Моны да карагыз ==
Таблет-санак
Электрон китап
Сенсорлы экран
Мультитач
HP Slate 500
iPhone


== Сылтамалар ==
 Викиҗыентыкта [[Commons:Category: iPad Викиҗентыкта|IPad]] темасына медиафайллар бар
Apple iPad'ның рәсми сайты (рус.)
iPad тәкъдим итү видеоязмасы (ингл.)
Apple өчен өстәмә җиһазлар.


== Искәрмәләр ==",technology
Linux,https://tt.wikipedia.org/wiki/Linux,"Linux (әйтелә: [ˈlɪnəks] яки [ˈˈlɪnʊks], Ли́нукс) — Unix операцион системалар гаиләсенә керә торган һәм нигезендә Linux төше (Linux kernel) булган операцион система (operating system). Хәзерге вакытта Linux ачык кодлы (open source) программаларның иң күренекле мисалларыннан берсе булып санала; барлык язылган код һәрбер кеше тарафыннан үзгәртелергә, кулланылырга һәм таратылырга мөмкин.
Элегрәк бары тик серверларда гына кулланылса, бүгенге көндә аны кесә телефоннарыннан алып супер-санакларга (supercomputers) кадәр урнаштыралар (install).

Linux төше 1991 елда Линус Торвальдс тарафыннан языла. Системанын китапханәләре (libraries) һәм әгъзалары (utilities) гомуми буларак GNU операцион системасыннан алынган.


== Дистрибутивлар ==
Linux ОС-ына берничә өстәлмә (дистрибутив) язылган. Аларның кайберләре:

Ubuntu Debian-га нигезләнгән, киң кулланучылар арасында тиз арада дан казанган, дистрибутив. Canonical Ltd. тарафыннан эшләнелә.
Linux Mint
openSUSE
Fedora
Debian GNU/Linux


== Linux-та программалау ==
GNU Compiler Collection (GCC) күпчелек Linux системаларда стандарт компиляторлар гаиләсе булып тора. Моннан ары, GCC C, C++, Java телләрен front-end белән тәэмин итә. Күпчелек дистрибутивлар Perl, Python һәм башка сценар телләрнең интерпретаторларын үз эчләренә алалар.
Linux-та KDevelop, Eclipse, NetBeans, Lazarus кебек IDE-лар, Emacs һәм Vim кебек классик текст редакторлары бар.
График кулланучы интерфейсы ясау өчен Qt һәм GTK+ визуаль элементлар китапханәләре киң кулланыла.
Кайбер телләр һәм технологияләр кулланып программалау, кайбер өлкәләрдә эшләү өчен Linux, Unix-охшаш булу сәбәпле, Windows-ка карганда уңайлырак ОС булып санала (Ruby on Rails, Web программау, стандарт булмаган архитектуралар һ. б.)


== Куллану ==
Linux еш очрый торган берничә өлкәне арырырга була:

Озак өзлексез эшләү вакыты таләп ителә торган серверлар
Стандарт булмаган архитектуралы санаклар, мәсәлән, суперсанаклар
Хәрби системалар (иминлек максатларыннан)
Төрле җайланмаларга урнаштырылган санаклар (банкоматлар, түләү терминаллары, мобиль телефоннар, кер юу машиналары һ. б)
Чикләнгн мөмикинлекле, иске санаклар


== Сылтамалар ==
http://linux.opennet.ru/
Линукс үзәге
IBM developerWorks. Linux турында. Мәкаләләр һәм уку әсбаплары
Linux дистрибутивларының иерархик урнашуы
Linux Tutorial: C++ Software Development
Linux буенча сәяхәт",technology
Mac OS X,https://tt.wikipedia.org/wiki/Mac_OS_X,"Mac OS Ⅹ ([mæk oʊ ɛs tɛn] — мак оу э́с тэн — дип укыла) —Apple корпорациясенең POSIX-ярашкан операцион системасы. Mac OS 9 дәвамчысы , «классик» Mac OS — 1984 елдан башлап Apple корпорациясенең төп ОСы булганны алмаштыра. Mac OS X Apple'ның OS X операцион системалары рәтенә керә, анда шулай ук кәрәзле телефоннар өчен булган ОС — Apple iOS'ны да кертәләр. Mac OS X та Darwin төше кулланыла, ул Mach микротөшенә нигезләнгән, анда Apple'ның үз коды, шулай ук NeXTSTEP һәм FreeBSD'дан да алынган кодлар бар.
Apple Mac OS Macintosh (Макинто́ш) санакларында PowerPC һәм Intel (10.6 юрамасыннан башлап, Mac OS Ⅹ Mac бары тик Intel процессорларында гына кулланыла) процессорлары нигезендә чыга. Mac OS — үзенең ышанычлылыгы нигезендә икенче урында торучы операцион система. Аның 2010 елның июненә карата базар өлеше (Mac OS X белән берлектә) — 6.8 %.


== Юрамалар хронологиясе ==


=== Mac OS X ===
Public Beta — 2000 ел.
10.0 Cheetah (Гепард) — 2001 ел.
10.1 Puma (Пума) — 2002 ел.
10.2 Jaguar (Ягуар) — 2003 ел.
10.3 Panther (Пантера) — 2004 ел.
10.4 Tiger (Юлбарыс) Build 8A428 — 29 апрель 2005 ел.
10.4.1 Build 8B15 — 16 май 2005 ел.
10.4.2 Build 8C46 — 12 июль 2005 ел.
10.4.3 Build 8F46 — 31 октябрь 2005 ел.
10.4.4 Build 8G32 — 10 гыйнвар 2006 ел.
10.4.5 (PowerPC) Build 8H14 — 14 февраль 2006 ел.
10.4.5 (Intel) Build 8G1454 — 14 февраль 2006 ел.
10.4.6 (PowerPC) Build 8I1119 — 3 апрель 2006 ел.
10.4.6 (Intel) Build 7U16 — 3 апрель 2006 ел.
10.4.7 (PowerPC) Build 8J135 — 27 июнь 2006 ел.
10.4.7 (Intel) Build 8J2135 — 27 июнь 2006 ел.
10.4.8 (PowerPC) Build 8L127 — 29 сентябрь 2006 ел.
10.4.8 (Intel) Build 8L2127 — 29 сентябрь 2006 ел.
10.4.9 (PowerPC) Build 8P135 — 13 март 2007 ел.
10.4.9 (Intel) Build 8P2137 — 13 март 2007 ел.
10.4.10 (PowerPC) Build 8R218 — 20 июнь 2007 ел.
10.4.10 (Intel) Build 8R2218 — 20 июнь 2007 ел.
10.4.11 (PowerPC) Build 8S165 — 14 ноябрь 2007 ел.
10.4.11 (Intel) Build 8S2167 — 14 ноябрь 2007 ел.
10.5 Leopard (Леопард) Build 9A581 — 26 октябрь 2007 ел.
10.5.1 Build 9B18 — 15 ноябрь 2007 ел.
10.5.2 Build 9С31 — 11 февраль 2008 ела.
10.5.3 Build 9D34 — 28 май 2008 ел.
10.5.4 Build 9E17 — 1 июль 2008 ел.
10.5.5 Build 9F33 — 16 сентябрь 2008 ел.
10.5.6 Build 9G55 — 15 декабрь 2008 ел.
10.5.7 Build 9J61 — 12 май 2009 ел.
10.5.8 Build 9L30 — 5 август 2009 ел.
10.6 Snow Leopard (Карлы барс, Ирбис) Build 10A432 — 28 август 2009 ел.
10.6.1 Build 10B504 — 10 сентябрь 2009 ел.
10.6.2 Build 10C540 — 9 ноябрь 2009 ел.
10.6.3 Build 10D573 — 29 марта 2010 ел.
10.6.4 Build 10F569 — 16 июнь 2010 ел.
10.6.5 Build 10H548 — 12 ноябрь 2010 ел.
10.6.6 Build 10JXXX — Эшләнүдә.
10.7 Lion (Арыслан) — жәй көннәрендәкөтелә 2011 ел.


=== Mac OS X Server ===
10.0 — март 1999 ел.
10.1 — сентябрь 2001 ел.
10.2 — 24 август 2002 ел.
10.3 — 24 октябрь 2003 ел.
10.4 — 29 апрель 2005 ел.
10.5 — 26 октябрь 2007 ел.
10.6 — 28 сентябрь 2009 ел


== Искәрмәләр ==


== Моны да карагыз ==
Windows 7
Linux
FreeBSD
Ubuntu


== Сылтамалар ==
Mac OS X бите(рус.) Apple сәхифәсендә
Mac OS X бите(ингл.) Apple сәхифәсендә
Darwin OS бите Apple сәхифәсендә
Mac OS X барлыкка килү тарихы",technology
Mail.Ru,https://tt.wikipedia.org/wiki/Mail.Ru,"Mail.Ru — Рунетның иң ире коммуникацион порталы. Айлык аудиториясе 32,7 миллион керүчедән артык . Ресурс Mail.Ru Group инвестиция төркеменә керә.


=== Серверлар ===
Mail.Ru вице-президенты һәм техник директоры Владимир Габриелян сүзләре буенча, порталның сигез үзәк серверы бар. Барлыгы 9000 берәмлек. Mail.Ru техник департаментында җиде йөздән артык кеше эшли.


=== Проектлар ===
Mail.Ru һәм радио Disney тудыра яңа проект. Тыңлаучылар дөнья йолдызлары композицияләренә, Disney телешоудан җырлар һәм моңнар, шулай ук яңалыклар һәм балалар өчен радио эфирында интерактив шоу карый алалар.


== Сылтамалар ==
Рәсми сайты


== Искәрмәләр ==",technology
Microsoft,https://tt.wikipedia.org/wiki/Microsoft,"Microsoft Корпорациясе (Microsoft Corporation, «ма́йкрософт», шулай ук рәсми булмаган әйтелеше дә таралган «микросо́фт»; NASDAQ: MSFT) — программа белән тәэмин ителеш чыгаручы буенча дөньядагы иң зур трансмилли компания. Җитештерелгән продуктлары — шәхси санакларда, уен алкушымчаларында, КПКда, кәрәзле телефоннарда һәм башка бик күп тармакларны үз өченә ала. Уйлап табучының иң эре продукты — Windows операцион системалар гаиләсе.


== Хуҗалары һәм җитәкчеләре ==
Microsoft акцияләре билгеле бер тәртиптә бүленгән: Билл Гейтска 7,55 %, Стив Балмерга — 4,66 %, корпорацииянең башка менеджерларына исә бер проценттан да ким өлеш тия, ә калган барлык бәяле кәгазьләр NASDAQ: MSFT биржасында сатуда тора. 2010 елның май аена ширкәтнең капиталы — $247,23 млрд.Компаниянең директорлар шурасы рәисе — Билл Гейтс.


== Логотиплары ==


== Искәрмәләр ==",technology
Microsoft Windows,https://tt.wikipedia.org/wiki/Microsoft_Windows,"Microsoft Windows (яки кыскарак Windows) — Microsoft ширкәте тарафынннан ясалучы, җитештерелүче һәм сатылучы график операцион системалар метагаиләсе. Үз эченә берничә, һәрберсе санак индустрисенең билгеле бер секторын канәгатьләндерүче, операцион системалар гаиләсен ала.",technology
OneDrive,https://tt.wikipedia.org/wiki/OneDrive,"Microsoft OneDrive (кыскача — OneDrive; элеккеге исеме Windows Live SkyDrive; башта Windows Live Folders)  2007 елның август аенда болытта мәгълүмат саклау өчен ясалган интернет-сервис. Ул Microsoft компаниясе тарафыннан идарә ителә.  Windows операцион системасының онлайн өлеше булып тора.
SkyDrive сервисы 7 ГБ'ка кадәр мәгълүмат сакларга ярдәм итә (яисә 25 ГБ, бу бушлай яңарту мөмкинлекләренә ия булган кулланучылар) в упорядоченном с помощью стандартных папок виде. Рәсемнәрне карау эскизлар һәм слайд-шоу формасында карарга мөмкин.
Бөтен файллар һәм папкалар өчен керү мөмкинлекләрен сайларга мөмкин — монда тулы мөмкинлекләрдән алып, тулысынча ябыкларга (шәхсигә) кадәр .
Android, iOS, Windows Phone, Windows (шулай ук Windows 8) һәм Mac OS X әчен кулланучы кушымталары чыгарылган.


== Үзенчәлекләре ==
Office Web Apps
Microsoft OneDrive'ка Office Web Apps исемле онлайн үзгәртү үзәген дә өсти. Аның ярдәмендә кулланучы веб-браузер тәрәзәсеендә үк Microsoft Office файлларын яңарта, үзгәртә ала. Шулай ук кулланучылар Word, Excel, PowerPoint һәм OneNote файлларын браузерда ук ясый ала.


== Форматларны тәэмин итү ==
OneDrive PDF форматын карый ала, шулай ук монда ODF стандарты да керә. SkyDrive эзләве ярдәмендә PDF форматындагы файлларда эзләп юк, әмма анда Microsoft Office пакетындагы файлларда эзләү мөмкинлеге бар, боларга: DOC., DOCX., PPT., PPTX., XLS һәм XLSX керә.


== Искәрмәләр ==

Калып:Microsoft
Калып:Microsoft Office
Калып:Болытта мәгълүмат саклау үзәкләре",technology
